id,name,category,created_at,updated_at,scientific_name,distribution,habitat,size,depth_range,description
1909,アカキセワタ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Philine trapezia,インド-西太平洋,砂泥底,体長8～10mm,5-20m,キセワタの仲間で、砂泥底に生息しています。体は半透明の赤褐色で、内部にある小さな貝殻が透けて見えます。夜行性で、日中は砂の中に潜っていることが多く、ナイトダイビングで砂の上を這っている姿を見つけることができます。他の貝類などを捕食する肉食性です。
1911,オノアルキセワタ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Philinopsis buntot,日本、フィリピン,砂泥底、藻場域,体長約6〜30mm,3-20m,斧のような形の大きな頭部が特徴的なキセワタの仲間。主に内湾の砂地や砂泥底に生息し、日中は砂の中に潜っていることが多い。夜間に活動が活発になり、砂の上を這い回って他のウミウシや小さな貝類を探して丸呑みにする肉食性である。ダイバーは、砂地に残された特徴的な這い跡を辿ることで本種を発見できる可能性がある。体色は半透明の白色から褐色まで変異に富む。
1912,クリイロキセワタ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Philinopsis ctenophoraphaga,西太平洋,砂泥底、藻場域,体長約15〜20mm,5-25m,頭部がシャベルのように広がったキセワタガイの仲間です。体色は褐色で、白い細点が散在します。肉食性で、他のウミウシや小型の巻貝を丸呑みにします。夜行性で、日中は砂の中に潜っていることが多く、ナイトダイビングで砂地を這っている姿が見られます。
1913,ハナイロキセワタ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Spinophallus falciphallus,西太平洋,サンゴ礁域、転石帯,体長約20〜30mm,5-20m,カノコキセワタなどに近い、後方が二股に分かれた体型を持つウミウシの仲間。半透明の乳白色の地に、黄色やオレンジ色の斑点が散在します。砂泥底やアマモ場などを好み、他のウミウシの仲間（ブドウガイ類など）を捕食します。夜行性の傾向があり、ナイトダイビングでの観察が期待できます。
1914,アオフチキセワタ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Tubulophilinopsis gardineri,インド-太平洋,サンゴ礁域、転石帯、藻場域,体長約35mm,3-15m,キセワタの仲間で、黒い体に鮮やかな青い縁取りが特徴的な美しいウミウシです。砂地の環境を好み、頭部をスコップのように使って砂の中を進みながら、他のウミウシや小型の貝類を捕食します。砂地を這った跡が残っていることがあるため、それを辿ると見つけられる場合があります。
1915,カノコキセワタ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Philinopsis gigliolii,西太平洋北部,砂泥底、転石帯,体長約32〜50mm,5-25m,黒地に白い斑点が密に入り、鹿の子模様に見えるキセワタの仲間。砂地や砂泥底に生息する肉食性で、他のウミウシや貝類を捕食する。頭部が大きく、体をくねらせるようにして比較的速く移動する。日中も活動することがあり、砂の上を這う姿が見られる。砂地に残る独特の這い跡も発見の手がかりとなる。
1916,ヨコジマキセワタ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Tubulophilinopsis lineolata,西太平洋,サンゴ礁域、砂泥底,体長約40mm,5-25m,頭楯類（キセワタ）の仲間で、砂泥底に生息します。体は黄色みがかった白色で、数本の黒い縦縞が入るのが特徴です。夜行性で、夜間に砂から出てきて他のウミウシや貝類を捕食します。砂地に残された独特の這い跡を辿ると見つけられることがあります。
1917,ワモンキセワタ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Tubulophilinopsis pilsbryi,インド-太平洋,砂泥底、藻場域,体長約30〜40mm,5-25m,頭楯類（キセワタ）の仲間で、砂泥底に生息します。体は淡い褐色で、白い輪っか状の模様が多数入るのが特徴です。夜行性で、他の貝類などを捕食します。日中は砂に潜っているため、ナイトダイビングで探すのが観察の基本です。砂の上を這った跡も特徴的です。
1918,アミメキセワタ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Tubulophilinopsis reticulata,インド-西太平洋,サンゴ礁域、岩礁の浅所、転石帯,体長25〜30mm,3-20m,頭部がシャベルのようになったキセワタガイの仲間。半透明の白い体に、褐色や黒色の細かい網目模様が入るのが特徴です。砂泥底に生息し、砂の中の小動物などを食べると考えられています。夜行性で、日中は砂に潜っています。ナイトダイビングで砂地を観察すると、砂の上を這い回る姿や、特徴的な這い跡を見つけることができます。
1920,カラスキセワタ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Philinopsis speciosa,インド-太平洋、東太平洋,砂泥底、藻場域,体長約30〜35mm,3-25m,ベルベットのような光沢のある黒い体に、鮮やかな青や白の斑点が散在する美しいキセワタの仲間。砂地や砂泥底に生息し、他のウミウシなどを捕食する肉食性。体をくねらせるようにして、比較的素早く移動する。その目立つ色彩から、日中でも砂の上を這っている姿を見つけやすい。ダイバーに人気の高い種である。
1923,ヨゾライボウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidia carlsonhoffi,西太平洋、中部太平洋,サンゴ礁域、岩礁の斜面,体長約40〜70mm,5-30m,イボウミウシの仲間で、黒い背中に黄色で縁取られた青灰色の斑点が散らばり、夜空のように見えます。カイメンを主食とし、体表から分泌する毒で身を守ります。サンゴ礁の岩陰や下に隠れていることが多いです。刺激を与えてもあまり動じません。
1924,ソライロイボウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidia coelestis,インド-西太平洋,サンゴ礁域、岩礁の斜面,体長約35〜60mm,5-30m,イボウミウシの仲間で、鮮やかな青色（空色）の体に黒い縦線と黄色いイボ状の突起が並ぶ、非常に目立つ姿をしています。この仲間は二次鰓を持たず、外套膜の裏側にあるヒダで呼吸します。硬い体を持ち、皮膚から毒を含む粘液を出すため捕食されにくいです。岩礁の壁面や転石の下を這っている姿がよく観察されます。
1925,ツノキイボウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidia elegans,インド-西太平洋,サンゴ礁域、岩礁の斜面や岩穴,体長約4〜6.3cm,5-30m,体が硬いイボウミウシの仲間。黄色い体に黒い斑点が散らばる鮮やかな体色が特徴で、これは毒を持つことを示す警告色である。餌となるカイメンを食べるため、岩礁やサンゴ礁の壁面でカイメンを探すと見つけやすい。動きは非常に遅いのでじっくり観察できる。
1929,グアムイボウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidia guamensis,慶良間諸島、小笠原諸島、ミクロネシア,サンゴ礁域、岩礁の転石帯,体長約25〜35mm,5-25m,硬い体を持つイボウミウシの仲間です。黒い体地に大きな黄色のイボ状突起が並び、その周りを小さなイボが取り囲むのが特徴です。イボには毒腺があり、身を守っています。岩礁やサンゴ礁の壁面でよく見られ、動きは緩慢です。色彩が鮮やかなため見つけやすいです。
1930,フィリディア・ラリーイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidia larryi,西太平洋、中部太平洋,サンゴ礁域、岩礁の岩穴,体長4〜6mm程度,15-30m,イボウミウシの仲間で、非常に小型の種。白い体に、背中の正中線に沿って並ぶ数個の大きな黄色の突起が特徴。岩礁の壁面や岩の裏側などで見られ、餌となる海綿を食べる。サイズが非常に小さいため、発見は極めて困難。岩肌をマクロの視点でじっくりと観察する必要がある。
1931,フィリディア・マリンディカ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidia marindica,慶良間諸島、インド洋,サンゴ礁域、岩礁の岩穴,体長35〜40mm程度,10-35m,イボウミウシの仲間で、硬い体を持つ。黒い地色に黄色の突起が並ぶ点は他の種と似るが、本種は背中の正中線に沿って黄色の縦線が入るのが最大の特徴。岩礁やサンゴ礁に生息し、特定の海綿を食べる。背中の縦線を確認することが、似た種との確実な識別ポイントとなる。
1934,ポルカドットイボウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidia polkadotsa,インド-西太平洋,サンゴ礁域、岩礁の岩穴,体長約10〜35mm,5-30m,イボウミウシの仲間で、黒い体に大きな黄色のイボ状突起が水玉模様のように並びます。この派手な色は、体内に毒を持つことを示す警告色です。岩礁の壁面や岩の裏側などで比較的よく見られ、動きはゆっくりとしています。餌は特定のカイメンで、その近くにいることが多いです。
1935,ミズタマイボウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidia scottjohnsoni,西太平洋、中部太平洋,サンゴ礁域、岩礁の岩穴,体長約13〜25mm,10-40m,イボウミウシの仲間で、黒い体に、青白いイボ状の突起が水玉のように配置されています。この派手な配色は、体内に強力な毒を持つことを示す警告色と考えられています。岩礁の壁面やドロップオフなどで見られます。動きは遅く、観察しやすいウミウシの一つです。
1937,ワモンイボウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidiella annulata,インド-西太平洋,サンゴ礁域、岩礁の斜面,体長約31〜50mm,3-30m,イボウミウシの仲間で、黒い体に黄色い輪紋が並ぶのが特徴です。この輪紋は繋がって線状になることもあります。カイメンを主食とし、強い毒を持つため他の生物に襲われにくいです。サンゴ礁域の岩壁やガレ場でよく見られ、比較的見つけやすい種です。
1939,ハイイロイボウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidiella granulata,西太平洋,サンゴ礁域、岩礁の岩穴,体長約40mm,3-30m,硬い体と、いぼ状の突起が特徴のイボウミウシの仲間。体内に毒を持つため、魚などに食べられることがありません。岩礁やサンゴ礁の壁面や斜面でよく見られます。体色は灰色や黒色で、黒い輪郭を持つ黄色のいぼ状突起が背中に並びます。この突起の配置は個体によって異なります。動きは非常に遅く、一度見つけるとじっくり観察できます。
1942,クロイボウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidiella nigra,インド-西太平洋,サンゴ礁域、岩礁の斜面や岩穴,体長約40〜63mm,5-30m,硬い体を持つイボウミウシの仲間で、体表は黒い背景に3本の黒い縦筋状の隆起があり、その間にイボ状突起が並びます。この突起には毒腺があり、捕食者から身を守ります。岩礁やサンゴ礁の斜面でよく見られ、比較的動きは遅いです。イボウミウシ類は有毒なので触れないようにしましょう。
1947,スミツキイボウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidia sp.1,南西諸島、八丈島,サンゴ礁域、岩礁の割れ目,体長約8〜10mm,5-25m,硬い体を持つイボウミウシの仲間で、黒い体に白い斑点が散在し、いくつかの大きな黒い斑紋（スミツキ）があるのが名前の由来です。この仲間は二次鰓を持たず、外套膜の裏側にあるヒダで呼吸します。岩礁の壁面や転石の下でカイメン類を食べており、強い毒を持つため捕食されにくいです。よく似た種が多いため、斑紋のパターンが識別の鍵となります。
1950,アデヤカイボウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidiopsis cardinalis,インド-太平洋,サンゴ礁域、岩礁の斜面,体長42〜65mm,10-40m,硬い体を持つイボウミウシの仲間。黒い地色にピンクやオレンジ色の大きなイボが並び、その周りを黄色い線が取り囲む、艶やかな色彩が特徴です。岩礁やサンゴ礁の壁面や下面に生息し、カイメンを食べています。体から毒を分泌するため、魚などに食べられることはありません。派手な色彩のため、岩陰などを探すと比較的見つけやすいです。
1953,パイペックイボウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidiopsis pipeki,西太平洋,サンゴ礁域、岩礁の岩穴,体長約35〜85mm,10-40m,背中にイボ状の突起が並ぶイボウミウシの仲間。ピンク色の地に黒い縁取りのある白い斑点が散在する、非常に美しい体色をしています。この模様は個体変異が大きいです。岩礁の壁面や洞窟の中などで、餌となるカイメン類を食べています。強い毒を持つため、色彩が派手でも捕食されにくいです。
1954,トサカイボウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidiopsis shireenae,インド-太平洋,サンゴ礁域、岩礁の岩穴,体長約3〜11cm,15-50m,大型のイボウミウシの仲間。体は硬く、黒い地色にピンクや紫色の大きなイボ状の突起が隆起線上に並ぶ。餌となる特定のカイメンが生息する、流れの速い岩礁の壁面や斜面で見つかる。その大きさと鮮やかな色彩から、ダイバーの目を引く存在。
1955,タテスジイボウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidiopsis sphingis,西太平洋、中部太平洋,サンゴ礁域、岩礁の岩穴,体長約12〜23mm,5-30m,硬い体を持つイボウミウシの仲間。白い地色に3本の黒い縦線が走り、その間に黄色い小突起が散らばる。カイメンを食べるため、岩礁の壁面やサンゴ礁の斜面にある特定のカイメンの上や周辺を探すと見つかる。動きは非常に遅い。
1957,シロウネイボウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllidiopsis striata,西太平洋、中部太平洋,サンゴ礁域、岩礁の岩穴,体長約16〜20mm,10-30m,硬いイボ状の突起を持つイボウミウシの仲間。体地色は白色で、背中には黒い縦筋が数本入るのが大きな特徴。この縦筋によって、他の白いイボウミウシの仲間と見分けることができる。岩礁の壁面や斜面で、餌となるカイメン類の上やその近くで観察されることが多い。
1958,バラトゲミノウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllodesmium acanthorhinum,日本、インド洋,サンゴ礁域、岩礁の岩穴,体長約20〜32mm,10-30m,背中の突起が特徴的なミノウミウシの仲間。半透明の体に、背中の突起は青みがかった色で先端が黄色くなっています。触角にトゲ状の突起があるのが名前の由来です。特定のソフトコーラル（ヤギ類など）を捕食します。ホストとなるサンゴ上でしか見られないため、探す際は目印になります。
1959,センジュミノウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllodesmium briareum,西太平洋,サンゴ礁域、転石帯,体長約15〜30mm,5-20m,ミノウミウシの仲間で、好物の軟質サンゴ（ソフトコーラル）であるウミキノコ類に擬態しています。体色は白や褐色で、背中の突起（ミノ）はウミキノコのポリプにそっくりです。ミノの内部に褐虫藻を取り込み、光合成をさせて栄養を得ることもできます。ダイバーはウミキノコを注意深く観察し、動いているポリプのようなものを探すと見つけられます。
1960,シロブチクセニアウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllodesmium colemani,西太平洋,サンゴ礁域、岩礁の岩穴,体長約45mm,10-30m,特定のソフトコーラルに擬態するミノウミウシの仲間。宿主であるサンゴのポリプそっくりの見た目をしており、見つけるのは非常に困難。体内に褐虫藻を取り込んで光合成も行う。観察するには、宿主となるサンゴを一つずつ丁寧に見て、白い縁取りのある触角や背中の突起を探す必要がある。
1962,ボブクセニアウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllodesmium hyalinum,インド-西太平洋,サンゴ礁域、転石帯,体長13-45mm,10-30m,サンゴのポリプに擬態するミノウミウシの仲間。ヤギ類などの八放サンゴを食べる。体内に褐虫藻を取り込み、光合成を行う。背中の突起がサンゴのポリプそっくりで、食草であるサンゴの上にいると見分けるのが非常に困難。突起を揺らす行動も、ポリプの動きに似せていると考えられている。
1963,イリオモテミノウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllodesmium iriomotense,南西諸島、インドネシア,サンゴ礁域、岩礁の岩穴,体長約10〜44mm,3-20m,ソフトコーラルを食べるミノウミウシの仲間。食べたサンゴの褐虫藻を体内に取り込み、光合成をさせて栄養を得るという珍しい生態を持ちます。そのため、宿主となるソフトコーラルの上で見つかることが多いです。体色は食べたサンゴに似ており、見事な擬態で隠れているため、注意深く探す必要があります。
1965,アカクセニアウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllodesmium kabiranum,西太平洋,サンゴ礁域、特にウミカラマツなどのソフトコーラル周辺,体長35～40mm,5-25m,ミノウミウシの仲間で、好物である「クセンヤ（Xenia）」という種類の軟質サンゴを食べ、そのポリプに擬態します。食べたサンゴの褐虫藻を体内に取り込み光合成をさせるため、宿主のサンゴ上でしか見つかりません。サンゴのポリプが開閉するのに合わせて、自身のミノも動かします。
1966,ケーラーミノウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllodesmium koehleri,西太平洋,サンゴ礁域、岩礁の岩穴,体長約40〜56mm,5-25m,軟質サンゴのヤギ類を食べるウミウシの仲間。平たい葉のような背側突起を持ち、体内に褐虫藻を共生させて光合成から栄養を得る珍しい生態を持ちます。餌であるヤギ類に巧妙に擬態しているため、見つけるのは非常に困難です。ポリプが開いているヤギ類を根元からじっくりと観察し、不自然な塊がないか探すのがポイントです。
1971,オオコノハミノウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllodesmium longicirrum,西太平洋,サンゴ礁域、岩礁の岩穴,体長100〜120mm,5-30m,平たくて大きな葉のような背側突起が特徴的な、大型のミノウミウシの仲間です。餌であるウミトサカ類（ソフトコーラル）を食べ、そこに含まれる褐虫藻を体内に共生させて光合成を行います。そのため、体色は食べたソフトコーラルの色に似ており、餌の上では見事な擬態となります。ウミトサカの群体を丹念に探すと見つかることがあります。
1972,ムロトミノウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllodesmium macphersonae,西太平洋,サンゴ礁域、岩礁の岩穴,体長約20mm,5-25m,ソフトコーラルの一種、ウミヅタを専門に食べるミノウミウシの仲間。食べたウミヅタから褐虫藻を取り込み、体内で光合成をさせて栄養を得ています。そのため、ミノは平たく葉のような形になり、光合成の効率を高めています。ホストであるウミヅタの群体に完璧に擬態しているため、見つけるのは非常に困難です。
1973,オパールミノウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllodesmium opalescens,西太平洋,サンゴ礁域、岩礁の岩穴,体長約7〜20mm,5-30m,半透明な体にオパールのような虹色の輝きを放つ背中の突起（ミノ）が美しいミノウミウシの仲間。このミノは光の角度によって輝きが変化する。岩礁域に生息し、餌であるイソギンチャクやソフトコーラルのポリプを食べる。体内に共生藻を保持し、光合成による栄養を得ていると考えられている。ホストとなるサンゴの周辺を探すと見つけやすい。
1976,ハチジョウミノウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllodesmium sp.,日本、フィリピン,サンゴ礁域、岩礁の岩穴,体長約12〜15mm,10-25m,背中にミノのような突起を持つミノウミウシの仲間。半透明の体に白い細点があり、背中の突起の先端は美しいオレンジ色をしています。特定のソフトコーラルを餌とするため、ホストとなるサンゴの上を探すのが発見の近道です。非常に小さいため、マクロ撮影向けの被写体として人気があります。
1977,シロオビミノウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Flabellina sp.6,南西諸島、インドネシア,サンゴ礁域、岩礁の岩穴,体長約15mm,10-25m,半透明の体に白い帯模様が入るミノウミウシの仲間。背中の突起（ミノ）は鮮やかなオレンジ色で、先端が白くなっている。岩礁域で、餌となるヒドロ虫類を食べる。体が小さく、ヒドロ虫の群体に紛れていることが多いため、見つけるにはヒドロ虫を丹念に探すことがポイントとなる。
1978,クセニアウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllodesmium crypticum,インド-西太平洋,サンゴ礁域、岩礁の岩穴,体長約30〜50mm,5-25m,サンゴに擬態するミノウミウシの仲間で、宿主であるウミトサカの一種「クセニア」を食べます。体内にその共生藻を取り込んで栄養を得るため、宿主から離れることは稀です。背中の突起がクセニアのポリプにそっくりなため、見つけるには群体を根気よく観察する必要があります。
1980,タオヤメミノウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Phyllodesmium undulatum,西太平洋,サンゴ礁域、転石帯,体長約25〜40mm,5-20m,ミノウミウシの仲間で、ソフトコーラルの一種であるウミヅタを専門に食べます。体色は半透明で、食べたウミヅタの色素によって緑色に見えます。背中の突起（ミノ）は平たく、波打っているのが特徴で、ウミヅタのポリプに擬態しています。ミノに褐虫藻を共生させ光合成も行います。ダイバーはウミヅタの群体を探すことが発見の鍵です。
1981,アワユキウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Pinufius rebus,西太平洋熱帯域,サンゴ礁域、岩礁の岩穴,体長5〜10mm,10-40m,柔らかく、やや透明感のあるドーリス系のウミウシの仲間。体色は半透明の白色で、表面に白い細点が密生し、淡雪が積もったように見えます。岩礁域に生息し、白いカイメンを食べていると考えられています。餌のカイメンと完全に見分けがつかないほどの擬態をしており、発見は極めて困難です。輪郭や二次鰓の動きでようやく存在がわかります。
1983,プラキダ・バラクオバマイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Placida barackobamai,西太平洋、中部太平洋,藻場域、転石帯,体長約6mm,2-10m,緑藻を食べる嚢舌類の仲間。体内に葉緑体を取り込み光合成を行う。体長6mmほどの小さな種で、緑色の体に無数の白い斑点が散らばるのが特徴。食草となる緑藻の上で見られるが、保護色のため発見は非常に難しい。ハワイ諸島で発見され、オバマ元大統領にちなんで命名されたことで知られる。
1984,サミドリモウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Placida daguilarensis,北海道から沖縄、香港,藻場域、転石帯、岩礁の岩穴,体長5〜15mm,1-10m,ウミウシに似た嚢舌類の仲間。緑藻類を餌とし、その葉緑体を体内に取り込んで光合成を行う（盗葉緑体）。緑色の体に白い細点が散らばる。餌となる緑藻（ミルなど）の上で見つかることが多く、藻に擬態しているため見つけにくい。非常に小型なので、ミルなどの海藻を丁寧に観察することが発見の鍵となる。
1986,チドリミドリガイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Plakobranchus ocellatus,インド-太平洋熱帯域,サンゴ礁域、藻場域,体長約35〜60mm,1-15m,平たい体を持つミドリガイの仲間。緑褐色の地に、青い縁取りのある黒い眼状紋が散らばる様子がチドリの羽模様に似る。砂地の緑藻を食べるため、内湾などの穏やかな砂地で見られる。保護色のため見つけにくいが、砂の上を這った跡が目印になる。
1991,ホンカワウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Platydoris cinerobranchiata,西太平洋,岩礁の岩穴、転石帯,体長100-200mm,5-30m,大型で革のような質感を持つウミウシ。カイメン類を食べる。岩礁の転石下や岩陰に潜んでいることが多い。体色は褐色から灰色で、地味な色合い。夜行性で、日中はあまり動かない。外套膜は非常に硬く、名前の通り「革」を思わせる質感を持つ。刺激を与えてもほとんど反応しないことが多い。
1992,ユウゼンウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Platydoris cruenta,インド-西太平洋,サンゴ礁域、岩礁の岩穴,体長約70〜100mm,10-40m,大型のドーリス系ウミウシの仲間です。硬い体と、赤やオレンジの斑点模様が特徴です。赤いカイメンを主食としており、そのカイメンの上や近くで見つかることが多いです。夜行性の傾向があり、日中は岩の隙間や下に隠れていることがあります。刺激を与えると体を丸めます。
1993,プラティドーリス・フォルモサ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Platydoris formosa,インド-太平洋,サンゴ礁域、岩礁の岩穴、藻場域,体長70-120mm,5-30m,硬くザラザラした質感の大型ウミウシ。カイメン類を食べる。サンゴ礁や岩礁の転石下や岩の隙間に隠れていることが多い。体色は赤褐色から紫褐色で、不規則な暗色の斑点がある。夜行性で、日中は物陰に潜んでいる。外套膜は非常に硬く、持ち上げるとずっしりとした重みがある。
1995,カステラウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Platydoris inornata,インド-西太平洋,岩礁の岩穴、転石帯,体長約30〜40mm,15-50m,スポンジケーキのカステラを思わせる、鮮やかな黄色で平たい体を持つウミウシの仲間。体表は滑らかに見えるが、微細な顆粒で覆われている。岩礁域に生息し、カイメンを食べる。夜行性が強く、日中は岩の裏や隙間に隠れていることが多い。ナイトダイビングで岩壁を探索すると、活動中の個体に出会える可能性が高まる。
1997,スオウウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Platydoris sanguinea,西太平洋,岩礁の岩穴、転石帯,体長約40mm,10-30m,鮮やかな赤色（蘇芳色）の体を持つ大型のウミウシの仲間。体は硬く、表面は細かい顆粒状の突起で覆われている。岩礁の壁面や転石の下で見られ、夜行性の傾向が強い。餌はカイメン類。その鮮烈な赤色から、水中でもよく目立つ。個体によって色の濃淡には差がある。
2001,ツノウミフクロウ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Pleurobranchaea brockii,インド-西太平洋,砂泥底、藻場域,体長約5〜12cm,3-30m,大型で捕食性のウミウシの仲間。夜行性で、砂地や泥地を活発に這い回り、他のウミウシや巻貝を丸呑みにする。非常に貪欲で共食いも観察される。ダイバーはナイトダイビングで探すと見つけやすい。他のウミウシの近くにいる場合、捕食の瞬間を観察できるかもしれない。
2002,ウミフクロウ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Pleurobranchaea maculata,インド-西太平洋,砂泥底、藻場域,体長15〜110mm,5-30m,半透明の体に褐色の斑紋が特徴的な、肉食性のウミウシの仲間です。夜行性で、昼間は砂の中に潜っていることが多いため、ナイトダイビングで砂地を注意深く探すと発見しやすいでしょう。他のウミウシやゴカイなどを捕食するハンターで、時には共食いをすることもあります。外套膜の下に小さな貝殻が隠れているのも特徴の一つです。
2004,ナイワンフシエラガイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Pleurobranchus albiguttatus,インド-西太平洋,砂泥底、藻場域,体長30〜80mm,5-35m,外套膜が体を覆うフシエラガイの仲間で、大型になる種です。主に夜行性で、日中は岩の隙間や下に隠れています。岩礁域の壁面や斜面で見られ、餌となるホヤ類を探して這い回ります。体色は褐色や紫色で、白い斑点が散在するのが特徴です。夜間に活動する姿は迫力があり、ナイトダイビングでの観察がおすすめです。
2005,ソバカスフシエラガイ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Pleurobranchus glandis,西太平洋、中部太平洋,砂泥底、藻場域,体長約150〜300mm,5-30m,非常に大型になるフシエラガイの仲間です。体は柔らかく、赤褐色から紫褐色の地に、白い斑点がソバカスのように散在します。夜行性で、日中は岩陰や砂に浅く潜っています。ナイトダイビングでは、海底を堂々と這い回る姿を観察できます。危険を感じると、強い酸性の液体を分泌して身を守ります。
2010,アカネヒカリウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Plocamopherus maculapodium,インド-太平洋,サンゴ礁域、岩礁の岩穴,体長10～25mm,5-20m,ヒカリウミウシの仲間で、物理的な刺激を受けると青白く発光する性質を持っています。夜行性のため、ナイトダイビングで観察するのが最適です。体は半透明で、赤い斑点があります。餌となる外肛動物（コケムシ類）の上を探すと、日中でも見つかることがあります。
2012,クメジマヒョウモンウミウシ,,2026-04-16T23:27:05.306685+00:00,2026-04-16T23:27:05.306685+00:00,Plocamopherus margaretae,インド-西太平洋,サンゴ礁域、岩礁の岩穴,体長約50〜75mm,3-20m,大型で独特な姿をしたウミウシの仲間です。半透明の体に黄色やオレンジ色の豹紋模様があり、危険を感じると発光することが知られています。夜行性で、日中は砂の中に潜っています。ナイトダイビングで砂地を這っている姿が観察されることがあります。
