id,name,scientific_name,distribution,habitat,size,depth_range,description
17848,テナガコブシガニ,Myra fugax,房総半島～九州、東シナ海、南太平洋、インド洋、紅海、地中海,砂泥底,甲長約3cm,10-180m,砂泥底に生息するコブシガニの仲間。雄は非常に長いハサミ脚を持ち、これを振り回すようにして歩く。普段は砂に潜って目だけを出していることが多い。ダイバーが近づくと砂から出てきて、長いハサミ脚を広げながら後ずさりで逃げる。そのユニークな動きは観察していて面白い。
16684,テナガヒメガザミ,Portunus longispinosus,伊豆半島、紀伊半島、ハワイ、南太平洋、オーストラリア、インド洋、アフリカ東岸,サンゴ礁域、岩礁の隙間,甲幅約5cm,5-20m,ガザミ（ワタリガニ）の仲間。甲羅の左右に伸びる鋭い棘が、甲羅の幅と同じくらい長く発達するのが最大の特徴。砂地やガレ場に生息し、日中は砂に潜って隠れていることが多い。夜間に活動が活発になる。危険を感じると、長い棘とハサミを広げて防御の姿勢をとる。
7659,テナガホンヤドカリ,Pagurus nigrivittatus,北海道、東北地方、日本海北部；オホーツク海、ベーリング海,岩礁の岩穴、藻場域,甲長約3cm,5-50m,砂地の転石帯などで見られるヤドカリ。雄は右側のハサミ脚が著しく大きく発達し、体長の半分以上になることもある。この大きなハサミは、外敵からの防御や雌をめぐる争いに使われる。脚には黒い縦縞模様が入るのが特徴。比較的浅い場所で観察することができる。
7511,テンボウカクレエビ,Periclimenes latescens,奄美大島以南、インドネシア、オーストラリア北部、フランス領ポリネシア、インド洋、紅海,ウミシダの体表,全長約2cm,3-15m,ウミシダに共生するカクレエビの仲間。体は半透明で、宿主のウミシダの色に合わせた模様を持つため、見つけるのが難しい。ウミシダの腕の付け根や羽枝の間などを根気よく探すと見つかることがある。他のウミシダ共生エビと同様、宿主の上でじっとしていることが多い。
6970,トウゾクテッポウエビ,Alpheus rapax,琉球列島以南、東南アジア、オーストラリア北部、ハワイ、インド洋、紅海,サンゴ礁域、砂泥底,全長約5cm,7m~,ハゼと共生するテッポウエビの一種。他のエビが掘った巣穴を奪う習性があることから「盗賊」の名がついた。砂泥底に巣穴を掘り、見張り役のハゼと共同生活を送る。危険が迫るとハゼが巣穴に逃げ込み、それを合図にエビも隠れる。巣穴の入り口でハゼと一緒にいるところを観察できる。
3164,トウヨウコシオリエビ,Galathea orientalis,函館～九州、小笠原諸島、香港、アラビア海、紅海,岩礁の岩穴、藻場域,甲長約0.7cm,2-200m,ウミシダやソフトコーラル、イソギンチャクなどに共生する小型のコシオリエビ。体色は共生する宿主によって様々で、赤、黄、白、黒など多彩なバリエーションが見られる。宿主の体表に巧みに擬態している。腹部を甲羅の下に折りたたんでおり、一見するとカニのように見える。
14971,トウヨウホモラ,Homola orientalis,相模湾〜九州、東南アジア、オーストラリア、インド洋、アフリカ東岸,深場の砂泥底,甲長約3cm,20~400m,カイカムリ（ホモラ）の仲間で、最後の2対の脚でカイメンやホヤなどを器用に背負い、カモフラージュする。砂泥底に生息しており、何かを背負って歩いている姿を探すのが見つけるコツ。驚くと脚を突っ張って動きを止め、背負ったもので身を守ろうとする。ゆっくりとした動きが特徴。
8190,トウヨウヤワラガニ,Halicarcinus orientalis,東京湾以南,藻場域、転石帯,甲幅約0.5cm,1-10m,アサリやカキなどの二枚貝の殻の中にペアで共生する、非常に小さなカニ。貝の外套腔（がいとうこう）に棲み、貝が取り込んだプランクトンなどをお裾分けしてもらって生活している。ダイバーが直接海中で観察する機会はほとんどない。その生態は、貝を開けてみないとわからない。
3076,トガリオウギガニ,Cycloxanthops truncatus,房総半島～奄美大島,岩礁の割れ目,甲幅3〜5cm,2-10m,サンゴ礁や岩礁の浅い場所に生息するオウギガニの仲間。甲羅の前側縁にノコギリの歯のような鋭い棘が並んでいるのが特徴。体色は茶褐色で、岩の隙間や転石の下に隠れていると見つけにくい。夜行性で、夜になると活発に餌を探し回る。ハサミの力が強いので注意が必要。
6179,トガリヒヅメガニ,Etisus anaglyptus,東京湾以南、中国、ハワイ、南太平洋、オーストラリア、インド洋、紅海,サンゴ礁域、岩礁,甲幅3〜5cm,1-10m,岩礁やサンゴ礁に生息するオウギガニの仲間。脚の先端が尖っており、蹄（ひづめ）のようになっていることからこの名がついた。甲羅はゴツゴツしており、凹凸に富む。昼間は岩の隙間や下に隠れていることが多い。体色は赤褐色で、地味な見た目をしている。
3064,トガリマルガザミ,Lissocarcinus polybioides,相模湾以南、アンダマン海、オーストラリア、インド洋,サンゴ礁域、岩礁の隙間,甲幅3〜5cm,5-100m,ワタリガニ科に属するが、遊泳脚はあまり発達しておらず、泳ぎは得意ではない。最大の特徴は、クロナマコやジャノメナマコなどの大型ナマコの体表や肛門付近に共生すること。ナマコを隠れ家や乗り物として利用し、おこぼれを食べていると考えられている。ナマコを注意深く観察すると見つかることがある。
2993,トガリモエビ,Tozeuma armatum,相模湾以南、ニューカレドニア、インド洋,砂泥底、岩礁の岩穴,全長約2cm,20-100m,細長い体に尖った頭部を持つ、特徴的な姿のモエビの仲間。緑色や褐色の体色で、ヤギ類やウミシダ類、海藻などに擬態して隠れている。多くの場合、頭を下にした逆さまの姿勢でじっとしており、見つけるのは非常に難しい。風や流れに身を任せて揺れる植物のように振る舞う。
3101,トゲアシガニ,Percnon planissimum,房総半島以南、ハワイ、南太平洋、インド洋、紅海、アフリカ東岸,岩礁域、潮だまり,甲幅約2cm,0-3m,平たい円盤状の体に長い脚を持つカニ。主に波しぶきがかかるようなごく浅い岩礁域に生息する。動きが非常に素早く、岩の表面を縦横無尽に走り回るため捕獲は困難。ダイバーがエントリー・エキジットする際に、足元の岩場で見かけることが多い。体色は暗緑色や褐色で、岩の色に紛れている。
7837,トゲイシエビ,Sicyonia lancifera,相模湾以南、東南アジア、インド洋、紅海,砂泥底,全長約2cm,15-50m,硬い甲羅を持つイシエビの仲間。腹部の背側に鋭い棘が並んでいるのが特徴。砂泥底や砂礫底に生息し、夜行性が強い。日中は砂の中に浅く潜って隠れていることが多い。ナイトダイビングでライトを当てると、目が赤く光ることで見つけやすい。驚くと体を曲げて素早く後方に跳ねて逃げる。
3001,トゲエビジャコ,Metacrangon atagotica,北海道～九州,砂泥底,全長約1.5cm,3m~,冷たい海の砂泥底に生息するエビジャコの仲間。体表に棘や隆起が多く、ゴツゴツした外見が特徴。普段は砂の中に潜って目だけを出していることが多い。体色は周囲の砂の色に似せており、カモフラージュしている。見つけるのは難しいが、ナイトダイビングなどで砂地を注意深く探すと発見できることがある。
6811,トゲクリガニ,Telmessus acutidens,北海道沿岸、東京湾、日本海,砂泥底、藻場域,甲幅5～8cm,2-50m,クリガニに似るが、甲羅の側面に4つの鋭い棘を持つことで区別される。北海道などの冷たい海の、比較的浅い砂泥底に生息する。食用としても知られる。ダイビングでは、砂地をゆっくりと歩いている姿や、砂に浅く潜っている姿が観察されることがある。動きはあまり速くない。
3045,トゲコマチガニ,Tiaramedon spinosus,紀伊半島、伊豆諸島、東南アジア、オーストラリア、ニューカレドニア、インド洋、紅海,サンゴ礁域、岩礁の岩穴,甲幅2〜3cm,2-50m,ウミシダ類に共生するクモガニの仲間。体や脚に多くの棘を持ち、その姿でウミシダの腕に擬態している。宿主であるウミシダの体色に合わせた色をしており、見つけるのは非常に困難。ウミシダの腕の付け根付近を根気強く探す必要がある。コマチガニの仲間は、ウミシダの腕を切り取って餌にすることが知られている。
6334,トゲツノメエビ,Phyllognathia ceratophthalma,鹿児島湾以南、インドネシア、ニューカレドニア、モルジブ諸島,岩礁の岩穴、サンゴ礁域,全長約2.5cm,5m~,ウミカラマツなどの刺胞動物に共生する、非常に珍しいエビ。体には棘や突起が多く、宿主のポリプに完璧に擬態しているため、発見は極めて困難。眼が角のように突出しているのが特徴。その希少性と擬態の見事さから、見つけることができればダイバーにとって幸運な出会いとなる。
3131,トゲツノヤドカリ,Diogenes japonicus,茨城県～九州（太平洋側）、新潟県～九州（日本海側）、東シナ海、香港,砂泥底、岩礁域,甲長約1cm,10-95m,ヤドカリの仲間。左のハサミが右より大きいのが特徴で、砂泥底を好みます。成長に合わせて貝殻を交換するため、ダイバーは水深がやや深い砂地で、小さな貝殻が不自然に動いていないか注意深く探すと見つけられます。眼が青緑色に輝いて見える個体もおり、見分けるポイントになります。
6068,トゲトゲツノヤドカリ,Diogenes spinifrons,茨城県～九州（太平洋側）、山形県～九州（日本海側）、東シナ海,砂泥底、藻場域,甲長約1cm,5-30m,ヤドカリの仲間で、トゲツノヤドカリによく似ています。体表や脚に多くのトゲ状突起があることが名前の由来です。浅い砂泥底に生息し、小さな貝殻を背負って歩き回ります。ダイバーは砂地で小さな貝殻の動きに注目すると見つけやすく、危険を感じると貝殻に素早く隠れます。
7786,トゲトサカテッポウエビ,Synalpheus neomeris,伊豆半島以南、東南アジア、オーストラリア、インド洋,サンゴ礁域、岩礁の岩穴,体長約2cm,1-250m,テッポウエビの仲間。ウミトサカ類やヤギ類などのサンゴの枝の間に隠れて生活します。大きなハサミでパチンと音を出すことができます。体色は宿主のサンゴに似せることが多く、見つけるにはサンゴの枝を一本一本丁寧に観察する必要があります。ペアでいることも多いです。
7877,トゲミズヒキガニ,Latreilopsis bispinosa,東京湾～九州、東南アジア、インド洋、アフリカ東岸,砂泥底,甲長約2cm,20-280m,細長い脚を持つクモガニの仲間。深場の砂泥底に生息し、その長い脚でゆっくりと歩きます。体は小さく、三角形に近い形をしています。ダイバーが観察する機会は少ないですが、深場のダイビングで砂地をライトで照らしながら探すと、その独特なシルエットで識別できます。
3053,トサカガザミ,Caphyra yoobadai,伊豆半島～紀伊半島、オーストラリア、インド洋東部、南アフリカ,サンゴ礁域、岩礁の隙間,甲幅約3～5cm,10-30m,小さなカニの仲間。名前の通り、ウミトサカ類やヤギ類などのサンゴに共生します。体色は宿主のサンゴに似た保護色になっており、見つけるのは非常に困難です。ダイバーはサンゴのポリプが開いていない部分や枝の付け根を注意深く観察すると、小さなカニの姿を発見できることがあります。
3014,トラエビ,Metapenaeopsis acclivis,東京湾以南、台湾,砂泥底,体長約6cm,20-60m,クルマエビの仲間。体に虎のような縞模様があることからこの名がつきました。夜行性で、日中は砂の中に潜っていることが多いため、夜のダイビングで砂地をライトで照らすと、赤い眼が光って見え、活発に餌を探す姿を観察できます。食用としても知られています。
3025,トラフカラッパ,Calappa lophos,東京湾以南（太平洋側）、福井県以南（日本海側）、韓国、中国、台湾、東南アジア、インド洋、アフリカ東岸,砂泥底,甲幅約8cm,10~70m,カラッパの仲間。甲羅の後半に鶏のトサカのような突起が並ぶのが特徴です。砂泥底に生息し、日中は砂に潜って眼だけを出していることが多く、大きなハサミで器用に巻貝を割って食べます。ダイバーは砂地で不自然に盛り上がった場所や、左右非対称の眼を探すと見つけやすいです。
8201,トラフシャコ,Lysiosquillina maculata,紀伊半島以南、東南アジア、ハワイ、南太平洋、インド洋、西太平洋,サンゴ礁、砂底、砂泥底、アマモ場,体長約25cm,10-20m,シャコの仲間で、世界最大級の種。砂地に垂直な巣穴を掘って生活し、入り口で獲物を待ち伏せます。体には虎のような横縞模様があります。ダイバーは砂地で直径10cmほどの巣穴を見つけたら、刺激しないように静かに待つと、顔を出す姿を観察できることがあります。非常に用心深いです。
17849,トリジュウガニ,Atergatis reticulatus,房総半島～九州（太平洋側）、秋田県以南（日本海側）、香港,岩礁の岩穴、サンゴ礁域,甲幅約10〜15cm,2-30m,オウギガニの仲間。甲羅は丸みを帯び、網目状の模様が特徴です。岩礁やサンゴ礁の岩陰に隠れていることが多く、筋肉に毒を持つことがあるため食用には適しません。ダイバーは岩の隙間や転石の下を覗き込むと見つけられますが、不用意に触らないよう注意が必要です。
17850,ドフライエアシュリンプ,Periclimenes sp.3,伊豆半島～九州,深場の岩礁域、転石帯,体長約2cm,15-70m,カクレエビの仲間。イソギンチャクやサンゴのポリプに隠れて生活します。透明な体に白い斑点や線が入り、宿主の上では見つけにくい保護色となっています。ダイバーはイソギンチャクの触手の間やサンゴのポリプの根元をじっくり探すと、小さなエビが動く様子を発見できます。
6256,ドロイシガニ,Trichia dromiaefomis,東京湾～九州、オーストラリア,砂泥底,甲幅約3〜4cm,17-100m,小さなカニの仲間。体に短い毛が密生しており、泥や砂を付着させてカモフラージュします。砂泥底に生息し、動きもゆっくりなため、一見するとただの泥の塊にしか見えません。ダイバーは砂地で不自然に動く小さな塊を見つけたら、このカニの可能性が高いです。
6904,ナカザワイソバナガニ,Xenocarcinus tuberculatus,伊豆大島、紀伊半島、南太平洋,サンゴ礁域,甲長約2cm,15-30m,クモガニの仲間。イソバナやヤギ類に共生し、その枝にそっくりな形と色に擬態します。体表には宿主のポリプに似た突起があり、静止していると見分けるのは極めて困難です。ダイバーはイソバナの枝を根気よく観察し、不自然な膨らみやわずかな動きを探すのが発見のコツです。
7712,ナカソネカニダマシ,Lissoporcellana nakasonei,紀伊半島、天草,深場の岩礁,甲長約0.5cm,15m~,カニダマシの仲間で、カニではなくヤドカリに近いです。ウミトサカやヤギ類に共生し、平たい体と大きなハサミで宿主の枝に張り付くように生活します。体色は宿主によって変異が見られます。ダイバーはウミトサカの根元や枝が密集した部分を丁寧に探すと見つけられます。
2983,ナガレモエビ,Hippolyte sp. 1,伊豆半島以南、インドネシア、ハワイ,藻場域、岩礁の岩穴,体長約0.6cm,3m~,モエビの仲間。流れ藻やホンダワラ類に付着して生活します。体色は緑色や褐色で、海藻に擬態しており、体を「く」の字に曲げた姿勢をとることが多いです。ダイバーは水面近くを漂う海藻や、岸壁に付着した海藻をそっとめくると見つけられることがあります。
6986,ナキオカヤドカリ,Coenobita rugosus,紀伊半島以南、東南アジア、南太平洋、インド洋,海岸線、陸上,甲長約1.5cm,陸生,陸生のヤドカリの仲間。海岸の陸上部に生息し、水中では生活できません。脚で貝殻をこすり合わせ「ギーギー」と鳴くような音を出すことからこの名がつきました。ダイビングの前後のビーチコーミングなどで見かけることが多く、夜行性で日中は流木の下などに隠れています。
3063,ナマコマルガザミ,Lissocarcinus orbicularis,相模湾以南、東南アジア、ハワイ、オーストラリア、インド洋,サンゴ礁域、岩礁の隙間,甲幅約3～5cm,5-60m,小さなカニの仲間。主にナマコ類の体表や口の周りに共生します。白地に黒や褐色の斑点模様が特徴で、宿主のナマコの上ではよく目立ちます。ダイバーはニセクロナマコなどの大型ナマコを観察する際に、その体表をゆっくりと動く小さなカニがいないか探すと見つけやすいです。
7248,ニシキエビ,Panulirus ornatus,相模湾以南、東南アジア、オーストラリア北部、ニューカレドニア、インド洋、紅海,サンゴ礁域,体長約60cm,3-15m,イセエビの仲間で、大型で非常に色彩豊かなエビです。青や緑の体に黄色やオレンジの模様が入り、派手な外見が特徴。サンゴ礁や岩礁の岩陰に潜み、日中でも巣穴から長い触角を出しています。ダイバーは岩の隙間から伸びる白い触角を探すのが発見のコツです。
2971,ニシキテッポウエビ,Alpheus bellulus,伊豆半島以南、東南アジア、オーストラリア北部、インド洋,サンゴ礁域、岩礁の岩穴,体長約4.5cm,5-25m,テッポウエビの仲間。ハゼ類と共生することで有名で、巣穴を掘り、視力の弱いハゼに代わって外敵を警戒します。ハゼはエビに触角で触れ、危険を察知すると共に巣穴に逃げ込みます。ダイバーは砂地でギンガハゼなどの共生ハゼを見つけたら、その根元を観察すると本種を発見できます。
7904,ニセアカホシカクレエビ,Periclimenes ututu,琉球列島以南、フィリピン、オーストラリア北部,サンゴ礁域、イソギンチャク共生,体長約2.5cm,5-20m,カクレエビの仲間。イソギンチャクと共生し、透明な体に赤い斑点と白い線が入る美しいエビです。アカホシカクレエビに似ますが、本種は尾扇の赤い斑点がより小さいことで区別できます。ダイバーはサンゴイソギンチャクなどの触手の間を注意深く観察すると、ペアで生活する姿を見つけられます。
7519,ニホンサメハダホンヤドカリ,Labidochirus anomalus,九州～北海道南部、シベリア,岩礁の岩穴、砂泥底,甲長約5cm,7-200m,ヤドカリの仲間。体表がザラザラした鮫肌状であることからこの名がつきました。左のハサミが右よりも大きく、砂泥底に生息します。ダイバーはやや深めの砂地で活動する貝殻を探すことで見つけられますが、危険を感じると素早く貝殻に引っ込みます。
3042,ノコギリガニ,Schizophrys aspera,房総半島以南、ハワイ、オーストラリア、インド洋、紅海,岩礁の岩穴、転石帯,甲幅約5cm,2-40m,クモガニの仲間。甲羅の縁にノコギリの歯のような鋭いトゲが並ぶのが特徴です。岩礁やサンゴ礁に生息し、体表に海綿やコケムシなどを付着させて擬態します。ダイバーは岩壁で動かない海藻の塊のようなものを見つけたら、このカニの可能性があるので、ゆっくりと観察してみましょう。
2999,ハクセンエビ,Plesionikaintermedius,伊豆半島以南、インドネシア、フィリピン,岩礁の岩穴、サンゴ礁域,体長約4cm,20-100m,タラバエビの仲間。やや深場の砂泥底に生息し、透明感のある体に白い線が縦に入るのが特徴です。暗い場所でライトを当てると美しく見えます。群れでいることが多く、海底から少し浮いた場所を漂うように泳ぎます。深場のダイビングで探すと出会える可能性があります。
2979,ハクセンコマチテッポウエビ,Synalpheus stimpsonii,琉球列島以南、東南アジア、オーストラリア、ロアヨーテ諸島、インド洋,サンゴ礁域、藻場域,体長約2cm,5-50m,テッポウエビの仲間。ウミシダ類に共生し、体にはウミシダの腕に合わせた白や黄色の線模様が入ります。大きなハサミが特徴です。ダイバーはウミシダの腕の付け根や、腕が密集している部分をライトで照らしながら丁寧に探すと、隠れている本種を見つけることができます。
6498,ハサミシャコエビ,Laomedia astacina,福島県以南、黄海,砂泥底、潮だまり,体長約6cm,1-2m,アナジャコの仲間。シャコやエビと名は付きますが、ヤドカリ下目に属します。干潟や内湾の泥底にU字型の巣穴を掘って生活します。ダイバーが通常潜る場所より浅い、ごく浅い泥地で見られ、大雨の後などに巣穴から出てくることがあります。大きなハサミが特徴です。
6260,ハシリイワガニ,Metopograpsus thukuhar,奄美大島以南、ハワイ、南太平洋、インド洋、紅海、アフリカ東岸,潮間帯の岩の割れ目,甲幅約1cm,低潮線-高潮線,イワガニの仲間。海岸の岩場で最もよく見られるカニの一つで、非常に素早く走り回ります。満潮時には水中で活動しますが、ダイバーが水中で見る機会は少ないです。主にタイドプールや波打ち際の岩の上で、ダイビングのエントリー・エキジットの際に観察できます。
6913,ハナサキガニ,Paralithodes brevipes,北海道北東岸、サハリン、オホーツク海、ベーリング海,岩礁の岩穴、砂泥底,甲幅約15cm,2-200m,タラバガニの仲間。甲羅に鋭いトゲがあり、鼻先が長く尖っているように見えることからこの名がつきました。冷たい海の砂礫底や岩礁域に生息する、食用として有名なカニです。ダイバーは北の海の深めの場所で、岩陰などを探すと見つけられる可能性があります。
7488,ハナシャコ,Odontodactylus cultrifer,東京湾～琉球列島、小笠原諸島、台湾、オーストラリア沿岸,砂底、砂泥底、礁斜面,体長約15cm,25m~,シャコの仲間。鮮やかな緑色の体に赤い関節が特徴的な美しいシャコです。砂泥底に巣穴を掘って生活し、獲物を捕らえるための捕脚は非常に強力です。ダイバーは砂地で巣穴の入り口を塞ぐように蓋をしている姿や、巣穴から顔を出している様子を観察できることがあります。
2973,ハナナシテッポウエビ,Alphaeus sp.4,駿河湾、紀伊半島,深場の岩礁、岩穴,体長約2.5cm,18-25m,テッポウエビの仲間。ハゼ類と共生し、砂泥底に巣穴を掘って共同生活を送ります。ダイバーは共生ハゼを見つけたら、巣穴の入り口付近を注意深く観察することで本種を発見できます。ハゼが巣穴から離れると、本種も巣穴の整備をしながらついてくることがあります。
6543,ハマガニ,Chasmagnathus convexus,東京湾以南（太平洋側）、福井県以南（日本海側）、韓国、台湾,干潟の泥地,甲幅約4cm,陸生,モクズガニの仲間。河口域の塩性湿地や干潟に巣穴を掘って生活する陸生のカニで、ダイバーが水中で見ることはありません。アシ原などで、干潮時に巣穴から出てきて活動します。大きなハサミが特徴で、特にオスのハサミは大きいです。
7726,ハマスナホリガニ,Hippa japonica,山形県～九州（日本海側）、茨城県～九州（太平洋側）,砂浜、潮だまり,甲長約3〜5cm,0-0.5m,スナホリガニの仲間で、カニではなくヤドカリ下目に属します。波打ち際の砂の中に潜って生活し、波に乗って移動します。後ずさりに砂に潜るのが非常に速いです。ダイバーが水中で見ることは稀で、主に波打ち際で砂を掘ると見つかります。
17851,バイオレットボクサーシュリンプ,Stenopus tenuirostris,琉球列島以南、インドネシア、インド洋,サンゴ礁域,体長約3cm,5-30m,オトヒメエビの仲間。赤い体に白い斑点が散りばめられ、ハサミや脚の先が紫色を帯びる美しいエビです。岩陰や洞窟の暗がりを好み、逆さまの状態で天井に張り付いていることが多く、ペアでいる姿もよく見られます。クリーナーシュリンプとしても知られています。
17852,バイプウニエビ,Lissocaris mammillata,小笠原諸島、琉球諸島、東南アジア、マーシャル諸島、ハワイ,ウニの体表,体長約1cm,3-15m,小さなエビの仲間。パイプウニやガンガゼなどのウニ類のトゲの間に隠れて生活します。体は透明で黒や白の帯模様があり、ウニのトゲに擬態しています。ダイバーはパイプウニのトゲの根元をライトで照らしながら、ゆっくりと動く小さなエビがいないか探すと見つけられます。
17853,バブルコーラルシュリンプ,Vir philippinensis,琉球列島、フィリピン、オーストラリア北部,バブルコーラルの周辺,体長約2cm,3-40m,カクレエビの仲間。ミズタマサンゴ（バブルコーラル）に専門に共生します。体はほぼ透明で、サンゴのポリプの上では見つけるのが非常に困難です。ダイバーはミズタマサンゴのポリプが膨らんだ部分をじっくりと観察し、小さな影や動きを探すのが発見のコツです。
2986,バルスイバラモエビ,Lebbeus lagunoi,伊豆半島、富山湾、東シナ海,深場の岩礁域,体長約15cm,30-120m,イバラモエビの仲間。やや深場の砂泥底や岩礁に生息します。透明感のある体に赤い縞模様が特徴です。夜行性が強く、日中は岩陰などに隠れていることが多いため、夜のダイビングでライトを照らすと、活発に活動する姿を観察できる可能性があります。
3170,バルスカニダマシ,Pachycheles foresti,相模湾～九州北部,岩礁、砂泥底,甲幅約1cm,1-55m,カニダマシの仲間で、カニではなくヤドカリに近いです。岩の隙間や転石の下、海綿の中などに隠れて生活します。左右非対称の大きなハサミが特徴です。ダイバーは転石をめくったり、岩の亀裂を覗き込んだりする際に見つけることができますが、動きは素早くすぐに隠れてしまいます。
3044,ヒシガニ,Platylambrus validus,房総半島～九州、韓国、中国、シンガポール、南太平洋、オーストラリア,砂泥底、藻場域,甲幅約5cm,15-200m,ヒシガニの仲間。名前の通り、甲羅が菱形をしている特徴的なカニです。砂泥底に生息し、体の一部を砂に埋めて隠れていることが多く、長いハサミ脚を持ちます。ダイバーは砂地で甲羅の輪郭や眼だけが出ているのを探すと見つけられます。動きはあまり速くありません。
3078,ヒヅメガニ,Etisus splendidus,房総半島以南、ハワイ、南太平洋、オーストラリア、インド洋、紅海、アフリカ東岸,サンゴ礁域、転石帯,甲幅約4〜6cm,1-10m,オウギガニの仲間。サンゴ礁の岩陰や下に生息します。ハサミの先端がスプーン状になっており、藻類などを食べるのに適しています。体は赤く、ハサミの先端が黒いのが特徴です。筋肉に毒を持つことがあるため食用にはなりません。夜間に岩の上を歩いている姿を観察しやすいです。
3165,ヒヅメコシオリエビ,Lauriea gardineri,伊豆半島以南、パラオ、オーストラリア北部、インド洋、紅海,深場の岩礁、サンゴ礁,甲長約2〜3cm,15m~,コシオリエビの仲間。カイメンやヤギ類、ウミトサカなどに共生します。体に長い毛が生えており、ゴミなどを付着させてカモフラージュします。ダイバーはカイメンの表面などを注意深く観察すると、毛むくじゃらの小さなエビのような生物を見つけられます。動きはゆっくりです。
2958,ヒトデヤドリエビ,Zenopontonia noverca,伊豆半島以南、東南アジア、コロンビア、インド洋、紅海,サンゴ礁域、ヒトデ共生,体長約1.5cm,5-30m,カクレエビの仲間。アオヒトデやカワテブクロなどの大型のヒトデの裏側や体表に共生します。平たい体をしており、宿主のヒトデにぴったりと張り付いています。ダイバーはヒトデを観察する際に、裏側をそっと覗いてみると見つけられることがあります。体色は宿主によって変化します。
13597,ヒノマルヒメヨコバサミ,Paguristes baknophilus,相模湾～九州西岸、アンダマン海,深場の砂泥底,体長約3cm,20-50m,ヤドカリの仲間。ハサミや脚の関節部分が白く、日の丸のように見えることからこの名がつきました。サンゴ礁域のやや深めの砂礫底に生息します。ダイバーは砂地で活動する小さな貝殻を探すことで見つけられます。他のヤドカリに比べて、特徴的な色彩で識別しやすいです。
7909,ヒボタンサラサエビ,Cinetorhynchus concolor,八丈島以南、オーストラリア北部、ハワイ,サンゴ礁域,体長約4cm,15m,サラサエビの仲間。夜行性で、日中は岩の亀裂や洞窟の奥深くに隠れています。赤い体に白い斑点が散らばる美しいエビです。夜のダイビングでライトを照らすと、岩壁などで数十匹の群れを作っている様子を観察できることがあります。光に驚いて素早く隠れてしまいます。
2939,ヒメイソギンチャクエビ,Hamopontonia corallicola,伊豆半島以南、香港、インドネシア、オーストラリア北部,サンゴ礁域、イソギンチャクの触手間,体長約4cm,12m~,カクレエビの仲間。ハナゴンドウクなどの特定のイソギンチャクに共生します。体は半透明で、イソギンチャクの触手の間では見つけにくいです。ダイバーはイソギンチャクを刺激しないように注意しながら、触手の根元付近をじっくり探すと、ペアでいることが多い本種を発見できます。
6534,ヒメイワオウギガニ,Eriphia scabricula,奄美大島以南、小笠原諸島、ハワイ、南太平洋、インド洋、紅海、アフリカ東岸,潮間帯、岩礁域,甲幅約3〜4cm,低潮線-高潮線以上,オウギガニの仲間。潮間帯の岩場や転石の下に生息します。甲羅はゴツゴツしており、短い毛が生えています。ハサミは左右で大きさが異なります。ダイバーが水中で見る機会は少なく、タイドプール観察やダイビングのエントリー・エキジット時に見かけることが多いです。
7819,ヒメキモガニ,Cymo andreossyi,紀伊半島以南、南太平洋、オーストラリア、インド洋、紅海,サンゴ礁域、藻場,甲幅約1〜2cm,1-10m,サンゴガニの仲間。主にミドリイシなどの枝状サンゴの間に生息し、サンゴのポリプや粘液を食べます。体は白っぽく、サンゴの枝の間では保護色となります。ダイバーは枝状サンゴの根元や枝が密集した部分を注意深く観察すると、小さなカニが動くのを見つけられます。
3080,ヒメキンチャクガニ,Lybia edmondsoni,琉球列島、伊豆諸島、ハワイ、ミクロネシア、インド洋西部、紅海,サンゴ礁域、岩礁域,甲幅約1〜1.5cm,2-90m,キンチャクガニの仲間。小さなハサミで毒のあるイソギンチャクを持ち、外敵に対して振りかざして防御します。サンゴ礁の砂礫地や転石の下に隠れています。ダイバーは転石をそっとめくると見つけられることがあり、イソギンチャクをポンポンのように振る姿が非常に特徴的です。
3089,ヒメケブカガニ,Pilumnus minutus,青森県以南、マレーシア、南太平洋、インド洋,岩礁、藻場域,甲幅約1〜2cm,1-50m,ケブカガニの仲間。体中に長い毛が生えており、泥やゴミを付着させてカモフラージュしています。岩礁やサンゴ礁の岩陰、転石の下などに生息します。ダイバーは岩の隙間などで、動く毛玉のようなものを見つけたらこのカニの可能性があります。ハサミの先が黒いのが特徴です。
3095,ヒメサンゴガニ,Trapezia lutea,奄美大島以南、小笠原諸島、南太平洋、インド洋,ミドリイシサンゴの間,甲幅約1〜1.5cm,1~15m,サンゴガニの仲間。ミドリイシなどの枝状サンゴの間に生息し、サンゴを外敵から守る代わりに住処と餌を得ています。体は黄色っぽく、サンゴの枝の間で素早く動きます。ダイバーは枝状サンゴを観察する際に、枝の間を走り回る小さなカニを探すと見つけられます。
17854,ヒメシオマネキ,Uca vocans,九州以南、台湾、東南アジア、ミクロネシア,砂泥底、干潟域,甲幅約2cm,高潮線-低潮線付近,スナガニの仲間。河口域の干潟に生息します。オスの片方のハサミが極端に大きいのが最大の特徴で、このハサミを振って求愛ダンスをします。ダイバーが水中で見ることはなく、干潟観察でよく見られます。干潮時に一斉に活動する姿は圧巻です。
