和名,学名,分布,生息場所,体長,深さ
ヒメダテハゼ,"Amblyeleotris steinitzi (Klausewitz, 1974)",八丈島、琉球列島；インド・太平洋,内湾の湾口から湾奥、サンゴ礁域の礁池・礁湖・礁原・礁斜面。砂底や砂泥底、礫混じりの砂底や砂泥底でテッポウエビ類と単独で共生。生息水深2-35m,6.5cm,25m
ダテハゼ,"Amblyeleotris japonica Takagi, 1957",伊豆諸島、千葉県・対馬～鹿児島県；インド・西太平洋,内湾。砂泥底、礫混じりの砂底や砂泥底で主にニシキテッポウエビと単独で共生。生息水深3-15m,13cm,8m
ニュウドウダテハゼ,"Amblyeleotris fontanesii (Bleeker, 1852)",紀伊半島、奄美大島、沖縄島、西表島；インド・西太平洋,内湾の湾奥の泥底や軟泥底、ジャイアントゴビーシュリンプと単独で共生、生息水深15-35m（まれに2m以浅）,20cm,18m
ミナミダテハゼ,"Amblyeleotris ogasawarensis Yanagisawa, 1978",小笠原諸島、伊豆諸島、伊豆半島、和歌山県田辺湾、高知県柏島、奄美大島、沖縄諸島、西表島；西部太平洋,内湾の湾口から中程、サンゴ礁域の礁斜面、礫混じりの砂底でテッポウエビ類と単独で共生、生息水深20-35m,11cm,32m
ハタタテシノビハゼ,"Otonoperca jactura Lubbock et Polunin, 1977",琉球列島；中・西部太平洋,内湾の湾口から中程、サンゴ礁域の礁斜面、ドロップオフ下。砂底、礫や死サンゴ片混じりの砂底でテッポウエビ類と共生。生息水深10-35m,6.5cm,10-35m
シノビハゼ,"Ctenogobiops crocineus Lubbock et Polunin, 1977",琉球列島;インド・西太平洋,内湾の中程から湾奥、サンゴ礁域の礁池・礁湖・礁原。砂底、礫混じりの砂底や砂泥底でテッポウエビ類と共生。生息水深1-15m,6.5cm,5m
オビシノビハゼ,"Ctenogobiops aurocingulus (Herre, 1935)",奄美大島、沖縄島;インド・太平洋,サンゴ礁域の礁池。ガレ場、泥底、砂底でテッポウエビ類と共生。生息水深2-7m,6.5cm,2m
ヒメシノビハゼ,"Ctenogobiops feroculus Lubbock et Polunin, 1977",琉球列島;インド・西太平洋,内湾の中程から湾奥、サンゴ礁域の礁池・礁湖・礁原。砂底、礫混じりの砂底や砂泥底でテッポウエビ類と共生。生息水深1-15m,6cm,6m
ホホスジシノビハゼ,"Ctenogobiops aurocingulus Fourmanoir, 1955",琉球列島;インド・西太平洋,内湾の中程から湾奥。砂底、礫や死サンゴ片混じりの砂底や砂泥底でテッポウエビ類と単独かペアで共生する。生息水深3-15m。,5cm,5m
ハゴロモハゼ,Luciogobius waitei,奄美大島、沖縄島、石垣島、西表島；西部太平洋,河川の河口域、軟泥底・泥底・砂泥底でテッポウエビ類と共生、巣穴上でホバリング、水深2m以浅,7cm,2m
クロオビハゼ,Vanderhorstia nigrofasciata,沖縄諸島、石垣島、西表島；西部太平洋,内湾の湾奥、軟泥底・泥底・砂泥底でテッポウエビ類と共生、巣穴上でホバリング、水深3-25m,9cm,6m
クロオビハゼ,,,,7cm,3m
クリゼ,Latrunculia sp.A,小笠原諸島、千葉県、相模湾、伊豆半島、和歌山県、徳島県、愛媛県宇和海、高知県柏島、種子島、奄美大島、沖縄諸島、西表島、石垣島；インドネシア,内湾中程から湾奥の軟泥底・泥底・砂泥底、テッポウエビ類と共生、生息水深1-50m,7cm,16m
ヤジリハゼ,"Vanderhorstia ornatissima Yanagisawa, 1978",伊豆半島、和歌山県、愛媛県宇和海、高知県柏島、奄美大島、沖縄島、西表島；インドネシア,河川の河口域、内湾の中程から湾奥。砂底や砂泥底でテッポウエビ類と単独かペアで共生。生息水深2-35m,7cm,2m
ヒレナガハゼ,"Vanderhorstia auropunctata Frantz, 1910",日本固有：千葉県、神奈川県、静岡県、高知県、長崎県,内湾の湾口から中程。泥底や砂泥底でテッポウエビ類と共生。生息水深25-40m（80mの記録もある）,8cm,19m
シマオリハゼ,"Vanderhorstia ornatissima (Fourmanoir, 1957)",伊豆半島、紀伊半島、奄美大島、沖縄諸島、石垣島、西表島；インド・太平洋,内湾の中程から湾奥。まれにサンゴ礁域の礁湖にもすむ。泥底・砂泥底・砂底でテッポウエビ類と単独かペアで共生。生息水深2-25m,7.5cm,12m
シマオリハゼ,,,,9cm,4m
キラキラハゼ,"Flabelligobius autocephalus (Tomiyama, 1955)",日本固有: 伊豆大島、相模湾、伊豆半島,内湾の湾口。礫混じりの砂泥帯でテッポウエビ類と共生。生息水深約30-50m,8cm,53m
ヤツシハゼ,Vanderhorstia sp. B,小笠原諸島、八丈島、伊豆半島、紀伊半島、愛媛県宇和海、高知県柏島、種子島、琉球列島; インドネシア,河川の河口域、内湾の湾奥。泥底や砂泥底でテッポウエビ類と単独かペアで共生。生息水深1-20m,6cm,20m
ャノスソビキハゼ,Shibukawa et Suaki 2004,沖縄島、西表島；インドネシア,内湾の礫混じり砂泥底、テッポウエビ類と共生、水深30-55m,6cm,45m
カスリハゼ,"Amblyeleotris japonica Valenciennes, 1837",八丈島、千葉県、相模湾、駿河湾、三重県、和歌山県、徳島県、愛媛県、高知県、長崎県、鹿児島県、奄美大島、沖縄島、久米島、西表島；西部太平洋,内湾の湾奥、軟泥底・泥底・砂泥底でテッポウエビ類と共生、巣穴上でホバリング、生息水深2-20m,6.5cm,6m
ハラマキハゼ,"Psilogobius prolatus Watson et Loehner, 1985",紀伊半島、奄美大島、沖縄諸島、石垣島、西表島；インド・西太平洋,内湾の湾奥、砂泥底でテッポウエビ類と共生、生息水深1-20m,4cm,2m
キンセンハゼ,"Amblygobius hectori (Smith, 1957)",八丈島、琉球列島；インド・太平洋,内湾の中程から湾奥、サンゴの根の周辺やガレ場、生息水深2-10m,5cm,6m
ホホベニサラサハゼ,Amblygobius sp.A,小笠原諸島、八丈島、口之永良部島、奄美大島、沖縄諸島、石垣島、西表島；インドネシア,内湾の中程から湾奥・河川河口域、砂泥底や礫混じりの砂泥底に穴を掘り単独かペアで生息、生息水深2-15m,6cm,5m
ジュウモンジサラサハゼ,"Amblygobius semicinctus (Bleeker, 1855)",西表島；インド・西太平洋,内湾の中程から湾奥、サンゴ礁域の礁斜面。砂泥底や礫混じりの砂泥底に穴を掘り、単独かペアで生息。生息水深2-15m,6.5cm,5m
サラサハゼ,"Amblygobius phalaena (Valenciennes, 1837)",小笠原諸島、八丈島、伊豆半島、和歌山県、高知県柏島、屋久島、琉球列島；インド・太平洋,内湾の中程から湾奥、サンゴ礁域の礁池や礁原。幼魚は河口域にも出現。死サンゴ片や砂泥底に穴を掘り、単独かペアで生息。生息水深1-30m,10cm,5m
ワカケサラサハゼ,Amblyeleotris sp.,沖縄島、石垣島、西表島;西部太平洋,マングローブ林の泥底や軟泥底、穴を掘り単独かペアで生息、底から数cm離れて遊泳、生息水深3m以浅,5cm,15m
スフィンクスサラサハゼ,"Amblyeleotris sphinx (Valenciennes, 1837)",西表島;インド・太平洋,内湾の中程から湾奥、砂泥底に穴を掘り単独かペアで生息、底から数cm離れて遊泳、生息水深10〜20m,4.5cm,16m
ホシハゼ,"Asterropteryx semipunctata Rüppell, 1830",小笠原諸島、八丈島、千葉県・福岡県～琉球列島、対馬；インド・太平洋,河川の河口域、内湾、サンゴ礁域の礁池・礁湖・礁原・礁斜面。死サンゴ片混じりの砂泥底やガレ場に単独で生息。生息水深1-10m,5cm,2m
ヤノウキホシハゼ,Asterropteryx sp.,奄美大島、西表島；フィリピン,内湾の中程から湾奥、サンゴ礁域の礁斜面。礫や死サンゴ混じりの泥底や砂泥底上の中層を群がりでホバリングする。生息水深15-55m、とくに25m以深に多い。,3cm,25m
ヒメホシハゼ,"Asterropteryx semipunctata (Bleeker, 1874)",奄美大島、沖縄諸島、石垣島、西表島；インド・太平洋,内湾の中程から湾奥、サンゴ礁域の礁斜面。死サンゴ片混じりの砂泥底やガレ場に単独で見られる。生息水深3-25m。,4cm,20m
マグラホシハゼ,"Istigobius decoratus (Herre, 1927)",奄美大島、沖縄諸島、八重山諸島；インド・太平洋,内湾の中程から湾奥、サンゴ礁域の礁池・礁湖・礁斜面。ガレ場、ユビエダハマサンゴの下、死サンゴ片混じりの砂底や砂泥底に単独で生息。水深6-30m。,4cm,7m
フタホシホシハゼ,"Istigobius rigilius Ahnelt & Munday, 1995",石垣島、西表島；インド・太平洋,内湾の中程から湾奥、サンゴ礁域の礁斜面。死サンゴ片混じりの泥底や砂泥底、ユビエダハマサンゴや板状サンゴの下に単独で生息。水深6-25m。,3.5cm,8m
ニセシラヌイハゼ,Silhouettea sp.A,奄美大島、慶良間諸島、石垣島、西表島,河川の河口、細砂底に単独で生息,3cm,0.3m
ミナミシラヌイハゼ,"Lotilia graciliosa Smith, 1959",西表島；西インド洋,サンゴ礁域の礁池、岸よりの細砂底、生息水深4m以浅（とくに1m以浅）,3cm,4m
ヒメハゼ,"Favonigobius gymnauchen (Bleeker, 1860)",北海道の太平洋・日本海側〜西表島、瀬戸内海；朝鮮半島、渤海、黄海、東・南シナ海、台湾、西部太平洋,内湾や河川の河口域、砂底や砂泥底、生息水深1〜10m,9cm,2m
ミナミヒメハゼ,Favonigobius reichei,屋久島、種子島、琉球列島；インド・西太平洋,河川の河口域。砂底から泥底。生息水深は2m以浅,6cm,1m
ノボリハゼ,"Oligolepis acutipennis (Valenciennes, 1837)",千葉県、静岡県、和歌山県、高知県、宮崎県、鹿児島県、五島列島、種子島、琉球列島；インド・西太平洋,河川の感潮域下部、汽水性湿原、細流の淡水域、泥底の穴に単独で見られる,12cm,15m
クチサケハゼ,"Oligolepis stomias (Smith, 1941)",小笠原諸島、高知県、鹿児島県、琉球列島；西部太平洋,河川の感潮域最上流、泥底に穴を掘り単独で見られる,5.5cm,15m
タスキヒナハゼ,"Redigobius balteatus (Herre, 1935)",西表島；インド・西太平洋,河川の河口域、マングローブ林の砂泥底にある沈木のまわり、水深2m以浅,3.5cm,0.5m
ヒナハゼ,"Redigobius bikolanus (Herre, 1927)",神奈川県～西表島、兵庫県の日本海側、隠岐、対馬、五島列島；インド・太平洋,河川の感潮域直上の淡水域、細流の淡水域、水田地帯、水が淀み枯れ葉が堆積した場所や草の下,4cm,0.3m
イズミハゼ,Mugilogobius sp. A,五島列島、鹿児島県上甑島、種子島、琉球列島,河川の河口域、岸寄りの泥底の穴の中、石やカキ殻の間や下,5cm,0.1m
ナミハゼ,Mugilogobius abei,宮城県・富山湾～種子島、瀬戸内海、隠岐、対馬、朝鮮半島、渤海、黄海、東シナ海、台湾,河川の河口域、汽水性湿原、細流。マングローブ林や汽水性湿原の泥底の枯れ葉や枝の多い濁った水溜まり,4cm,
アベハゼ,Mugilogobius abei,宮城県・富山湾～種子島、瀬戸内海、隠岐、対馬、朝鮮半島、渤海、黄海、東シナ海、台湾,河川の河口域。岸寄りの泥底の穴の中、石やカキ殻の間や下,3.5cm,1m
ホホグロハゼ,Mugilogobius cavifrons,沖縄島、石垣島、西表島、与那国島、台湾、フィリピン,河川の河口域のマングローブ林や汽水性湿原。泥底の枯れ葉や枝の多い濁った水溜まり,4cm,0.2m
フタスジノボリハゼ,Amoya chandramara,沖縄島、久米島、石垣島、西表島、西部太平洋,河川の河口域のマングローブ林。軟泥底の穴の入り口付近,7cm,0.5m
カスミハゼ,"Acentrogobius caninus (Bleeker, 1852)",沖縄島、宮古島、石垣島、西表島、与那国島；インド・西太平洋,河川の河口域のマングローブ林、ヒルギ類の根元の泥底や軟泥底,13cm,0.3m
ニセツムギハゼ,"Acentrogobius audax Smith, 1959",宮古島、石垣島、西表島；インド・西太平洋,河川の河口や河口域の開けた水域、泥底や砂泥底,5cm,1m
ホホグロスジハゼ,"Acentrogobius janthinopterus (Herre, 1927)",奄美大島、西表島；西部太平洋,河川の河口域、泥底や砂泥底、生息水深1〜2m,4.5cm,1m
セイタカスジハゼ,"Myersina macrostoma (Herre, 1927)",沖縄島、石垣島、西表島；西部太平洋,内湾、河川の河口や河口域、泥底や砂泥底の穴の入り口付近、テッポウエビ類と共生することもある,5cm,2m以浅
スズメハゼ,"Myersina yangonensis (Steindachner, 1893)",宮古島、石垣島、西表島；西部太平洋,河川の河口域から感潮域最上流、マングローブ林、軟泥底の穴の入り口付近,5cm,1m
クロコハゼ,Drombus sp. A,静岡県、和歌山県、高知県、宮崎県、鹿児島県、五島列島、種子島、屋久島、琉球列島；台湾,河川の河口付近、泥底や砂泥底の転石・枯葉・枝の下,5cm,2m
サンカクハゼ,"Fusigobius inframaculatus (Günther, 1877)",小笠原諸島、高知県、屋久島、琉球列島；インド・太平洋,内湾中程から湾奥、サンゴ礁域の礁池・礁湖、サンゴの根周辺の砂底や砂泥底,6cm,6m
ツマグロサンカクハゼ,"Fusigobius signipinnis (Randall, 2001)",高知県、奄美大島、沖縄諸島、西表島；インド・太平洋,内湾の湾口から中程、サンゴ礁域の礁斜面、ドロップオフ下の砂だまり、サンゴの根の周辺の礫や死サンゴ片混じりの砂底、砂泥底。生息水深10-40m,5.5cm,15m
ヒレフリサンカクハゼ,"Fusigobius brunneus Hoese et Obika, 1988",奄美大島、沖縄諸島、石垣島、西表島；西部太平洋,内湾の湾口から湾奥、サンゴ礁域の礁原、礁斜面ドロップオフの砂だまり、サンゴの根の周辺の礫や死サンゴ片混じりの砂底、砂泥底。生息水深2-30m,5.5cm,10m
セホシサンカクハゼ,"Fusigobius hoesei Reader, 1985",小笠原諸島、伊豆諸島、相模湾、伊豆半島、徳島県、愛媛県宇和海、高知県、奄美大島、沖縄諸島、石垣島、西表島；インド・太平洋,内湾の湾口から中程、サンゴ礁域の礁外縁やドロップオフ下。崖下の砂だまり、礫や死サンゴ片混じりの砂底に単独で生息,5.5cm,10-20m
セスジサンカクハゼ,"Fusigobius signipinnis Randall, 2001",小笠原諸島、紀伊半島、徳島県、高知県、奄美大島、沖縄諸島、西表島；中・西部太平洋,内湾の湾口から中程、サンゴ礁域の礁池、礁湖、礁斜面。礫や死サンゴ片混じりの砂底に単独で生息,5.5cm,5-20m
ハタタテサンカクハゼ,"Fusigobius inframaculatus Randall, 1994",八丈島、紀伊半島、高知県柏島、屋久島、奄美大島、沖縄諸島、久米島、石垣島、西表島；台湾、インド・西太平洋,内湾の湾口から中程、サンゴ礁域の礁外縁やドロップオフ。亀裂や崖下の砂だまり、礫混じりの砂底や砂泥底に単独で生息,6cm,6-30m
ゴイシサンカクハゼ,Fusigobius signipinnis,高知県柏島、奄美大島、慶良間諸島、石垣島、西表島；インド・西太平洋,内湾の湾口から中程、サンゴの根の周辺の砂泥底や砂底に単独で見られる。生息水深は10-50m,7cm,12m
カタボシサンカクハゼ,Fusigobius neophytus,八丈島、奄美大島、沖縄諸島伊江島、西表島；インド・太平洋,内湾の湾口から中程、サンゴ礁域の礁斜面、ドロップオフ。サンゴの根のくぼみの砂だまり、亀裂の礫混じりの砂だまり、崖下の薄暗い礫混じりの砂だまりに単独で見られる。生息水深は5-15m,4.5cm,8m
ミツボシゴマハゼ,"Paragobiodon lacunicolus Akihito et Meguro, 1975",琉球列島；フィリピン,内湾から河川の感潮域最上流部、淡水性湿地。マングローブ林内で群がりで浮遊する。,1.7cm,0.2m
ゴマハゼ,Paragobiodon sp. A,日本固有：三重県～屋久島、対馬、五島列島,内湾や河川の河口。船溜りの隅、橋桁やテトラポッドのまわり、湿性植物の根元などで群がりで浮遊する。,2cm,1.2m
イサゴハゼ,"Gobiopsis arenaria (Snyder, 1908)",小笠原諸島、伊豆半島、徳島県、愛媛県宇和海、高知県柏島、種子島、五島列島、琉球列島;台湾、香港,内湾、サンゴ礁域の礁斜面。死サンゴ片混じりの砂泥底で塊下に単独で見られる。生息水深6-10m,3.5cm,10m
ウチワハゼ,"Mangarinus waterousi Herre, 1943",奄美大島、沖縄島、久米島、石垣島、西表島;西部太平洋,河川河口域のマングローブ林。泥底にやや深く潜る,8cm,0.4m
ギンポハゼ,"Parkraemeria onata Whitley, 1951",石垣島、西表島；オーストラリア東岸,内湾湾奥や河川の河口、砂泥底に穴を掘り単独で生息、水深2m以浅,4cm,1m
モエギハゼ,Trimma sp. A,石垣島、西表島,内湾、サンゴ礁域の礁斜面。礫や死サンゴ片混じりの砂泥底で単独にホバリング,3.5cm,45-55m
ホムラハゼ,"Discordipinna griessingeri Hoese et Fourmanoir, 1978",和歌山県、高知県柏島、奄美大島、沖縄諸島、八重山諸島；インド・太平洋,内湾の湾口から湾奥、サンゴ礁域の礁斜面。サンゴの根の下の隙間、死サンゴ片や死サンゴ塊混じりの砂泥底の塊下に単独で生息,3cm,5-30m
ホムラハゼ,Discordipinna sp.1,高知県、沖縄島、久米島,サンゴ礁域のドロップオフ下の砂底、転石下に単独で生息,2.5cm,35m
ゴクラクハゼ,"Rhinogobius giurinus (Rutter, 1897)",茨城県・秋田県以南の本州、四国、九州～西表島、隠岐、壱岐、対馬、五島列島；朝鮮半島、黄海、東・南シナ海、台湾,河川の汽水域から下流域、流れの緩やかな砂礫底,9cm,0.3m
シマヨシノボリ,Rhinogobius sp. CB,青森県以南の本州、四国、九州～西表島、隠岐、壱岐、対馬、五島列島；朝鮮半島、台湾,河川の中流域の平瀬、小河川・大河川に生息,7.5cm,0.3m
オオヨシノボリ,Rhinogobius sp. LD,日本固有：宮城県・青森県以南の本州、四国、九州,河川の中流域から渓流域、早瀬から淵頭にかけての急流部,12cm,0.5m
ヒラヨシノボリ,Rhinogobius sp. DL,日本固有: 種子島、屋久島、奄美大島、沖縄島、石垣島、西表島,河川の渓流域。早瀬や淵頭の急流部に単独で見られる。大河川に多い。,9cm,0.5m
クロヨシノボリ,Rhinogobius sp. DA,日本固有: 千葉県・新潟県以南の本州、四国、九州～西表島、隠岐、対馬、五島列島,河川の中流域から渓流域。淵の緩流部に単独で見られる。極小河川に分布する。,9cm,0.3m
クロヨシノボリ,Rhinogobius sp. CO,北海道、本州、四国、九州、済州島,河川の中流域から渓流域、早瀬から淵頭にかけての急流部、主に小さな河川,12cm,0.3m
オガサワラヨシノボリ,Rhinogobius sp. BI,日本固有：小笠原諸島父島、母島、兄島,河川の中流域から渓流域、淵の緩流部、極小河川,6cm,0.5m
アヤヨシノボリ,Rhinogobius sp. MO,日本固有：奄美大島、加計呂麻島、徳之島、沖縄島、久米島,河川の汽水域から下流域、淵などの流れの緩やかな砂礫底,6cm,0.5m
トウヨシノボリ,Rhinogobius sp. OR,北海道、本州、四国、九州、朝鮮半島,河川中流域の瀬（流れの速い場所）や池・河川のワンド（泥底）,4-7cm,0.3m
カワヨシノボリ,"Rhinogobius flumineus (Mizuno, 1960)",日本固有：静岡県・富山県以西の本州、九州北部、壱岐、長崎県福江島,河川中流域から渓流域の淵から平瀬にかけての緩やかな流れ,4-8cm,0.3m
アオバラヨシノボリ,,日本固有：沖縄島北部,河川中流域から渓流域の淵の緩流部,,0.3m
ビワヨシノボリ,Rhinogobius sp. BW,日本固有：滋賀県琵琶湖,琵琶湖の中層に群がり浮遊し、繁殖期に湖岸浅所の砂底の浮き石下で繁殖する,4cm,2m
キバラヨシノボリ,Rhinogobius sp. YB,日本固有：奄美大島、加計呂麻島、徳之島、沖永良部島、沖縄島、久米島、石垣島、西表島,河川の渓流域、滝の上流に多く、淵などの流れの緩やかなところに単独で見られる,7cm,0.5m
アカオビシマハゼ,Tridentiger trigonocephalus,北海道の太平洋・日本海側～鹿児島県、瀬戸内海、隠岐、対馬、朝鮮半島、河北、山東、福建、香港、台湾,主に内湾に生息。泥底の石やカキ殻の下や間に単独で見られる,6cm,1.5m
シモフリシマハゼ,Tridentiger fasciolatus,北海道の太平洋・日本海側～九州、瀬戸内海、沿海州、朝鮮半島、福建、香港、台湾,主に河川の河口域に生息。泥底の石やカキ殻の下や間に単独で見られる,6cm,3m
チチブ,Tridentiger obscurus,青森県以南の本州、四国、九州、隠岐、壱岐、対馬、五島列島、沿海州、朝鮮半島,主に内湾や河川の河口域に生息。砂泥底や転石の周辺に単独で見られる。淡水域に出現することもある,9cm,10m
ヌマチチブ,"Tridentiger brevispinis Katsuyanla, Arai et Nakamura, 1972",北海道、本州、四国、九州、壱岐、対馬；サハリン、朝鮮半島、中国,河川の下流域から中流域、汽水域、淵などの流れの緩やかなところの礫底,15cm,1m
ナガノゴリ,"Tridentiger kuroiwae Jordan et Tanaka, 1927",日本固有：種子島、屋久島、琉球列島,河川の感潮域最上流、中流域、渓流域などの淡水域、淵などの流れの緩やかなところの礫底,10cm,0.3m
スナハゼ,"Kraemeria cunicularia Rofen, 1958",琉球列島;西部太平洋,サンゴ礁域の砂浜、波打ち際のサンゴ砂の表面に浅く潜る,4.5cm,0.3m以浅
ニシキオオメワラスボ,"Gunnellichthys curiosus Dawson, 1968",相模湾、伊豆半島、紀伊半島、高知県、沖縄諸島、西表島；インド・太平洋,内湾の湾口から中程、サンゴ礁域の礁斜面。礫や死サンゴ片混じりの砂底や砂泥底、ガレ場の上の中層を単独かペアで遊泳。生息水深3-35m,10cm,5m
クロエリオオメワラスボ,"Gunnellichthys monostigma Smith, 1958",伊豆半島、沖縄諸島、西表島；インド・太平洋,内湾の湾口から中程、サンゴ礁域の礁斜面。砂底や砂泥底上の中層を単独で遊泳。生息水深10-30m,4cm,12m
ダイダイオオメワラスボ,"Gunnellichthys viridescens Dawson, 1968",千葉県、静岡県、和歌山県、高知県、琉球列島；インド・太平洋,内湾の湾内、サンゴ礁域の礁外縁。砂底や礫混じりの砂底上の中層を単独で遊泳。生息水深10-35m,6cm,25m
オオメワラスボ,"Gymnamblyopus rosenbergii Bleeker, 1858",沖縄諸島、石垣島、西表島；中・西部太平洋,河川の河口、内湾の湾奥、サンゴ礁域の礁原の岸寄り。礫や死サンゴ片混じりの砂底や砂泥底、ガレ場上の中層を単独で遊泳。生息水深0.5-3m,6cm,2m
タンザクハゼ,"Oxymetopon compressus Chan, 1966",沖縄島；西部太平洋,内湾の湾口。シルト状の軟泥底上の中層を単独から群がりで遊泳。危険を感じると泥穴に逃げ込む。生息水深17m以深,15cm,19m
ハタタテハゼ,"Nemateleotris magnifica Fowler, 1938",小笠原諸島、八丈島、相模湾、伊豆半島、和歌山県、愛媛県宇和海、高知県柏島、屋久島、琉球列島；インド・太平洋,内湾の湾口から中程、サンゴ礁域の礁外縁・礁斜面・ドロップオフ。礫混じりの砂底やガレ場上の中層を単独かペアでホバリング。生息水深3-30m,7cm,18m
アケボノハゼ,"Nemateleotris decora Randall et Allen, 1973",八丈島、高知県柏島、奄美大島、沖縄諸島、西表島；インド・太平洋,内湾の湾口から中程、サンゴ礁域の礁斜面。礫や死サンゴ片混じりの砂底・砂泥底上の中層を単独かペアでホバリング。生息水深35-55m,7cm,40m
シコンハタタテハゼ,"Nemateleotris decora Randall et Allen, 1973",小笠原諸島、高知県、奄美大島、慶良間諸島；中・西部太平洋,岩礁域やサンゴ礁域に隣接する転石混じりの砂底上の中層をホバリング。生息水深は40m以深。,6cm,25m
コマチハゼ,"Parioglossus taeniatus Regan, 1912",西表島；パラオ諸島、ソロモン諸島,河川の河口域。満潮時、砂泥底のガレ場の中層を群がりで遊泳する。,,
マイコハゼ,"Parioglossus lineatus Rennis et Hoese, 1985",西表島；インド・太平洋,河川の河口域のマングローブ林。ヒルギの根元の中層付近で群がりの中に混泳する。,4cm,0.5m
ミヤラビハゼ,"Parioglossus raoi (Herre, 1939)",奄美大島、沖縄諸島、石垣島、西表島；インド・太平洋,岩礁性海岸、内湾の湾奥、河川の河口や河口域。とくに河口域のマングローブ林に多く、満潮時にヒルギの根元の中層を群がりで遊泳する。,4.5cm,0.3m
ヨスジハゼ,Partigobius yamanokami,沖縄島、石垣島、西表島；インド・西太平洋,淡水の流入のある岩礁性海岸。満潮時、石灰岩の海食棚の中層を群がりで遊泳する,4.5cm,0.3m
サツキハゼ,Paratrypauchen microcephalus,千葉県・石川県～八重山諸島、隠岐、対馬、五島列島；済州島,港、岩礁性海岸、内湾の湾奥、河川の河口域。ヒルギの根元や橋脚・岩に付いたカキのまわりの中層を群がりで遊泳する,4.5cm,0.5m
ベニツケサツキハゼ,Ptereleotris heteroptera,神奈川県、和歌山県、徳島県、高知県、西表島；インド・西太平洋,内湾の湾奥、河川の河口。ヒルギの根元や橋脚・岩に付いたカキのまわりの中層を群がりで遊泳する,4.5cm,0.5m
コビトハゼ,"Parioglossus sinarus McCulloch, 1921",奄美大島、西表島；中・西部太平洋,河川の河口域のマングローブ林、ヒルギの根元の中層付近,4cm,0.5m
ボルネオハゼ,"Parioglossus palustris (Herre, 1945)",西表島；西部太平洋,河川の河口域のマングローブ林、ヒルギの根元の中層付近,4cm,0.5m
ヒメサツキハゼ,"Parioglossus sinaloae Suzuki et Senou, 1994",西表島；西部太平洋,河川の河口域のマングローブ林、ヒルギの根元の中層付近,3cm,0.5m
ヒメユリハゼ,"Ptereleotris heteroptera Randall et Hoese, 1985",伊豆半島、高知県、沖縄諸島、西表島；インド・太平洋,サンゴ礁の礁外縁や礁斜面。まれに内湾の湾奥。潮通し良い礫混じりの砂底や岩盤状のサンゴの上の中層を単独やペア、小さな群がりでホバリングや遊泳。生息水深8-25m,15cm,20m
クロユリハゼ,"Ptereleotris evides (Jordan et Hubbs, 1925)",小笠原諸島、伊豆諸島、千葉県～西表島；インド・太平洋,内湾の湾口から中程、サンゴ礁域の礁外縁、礁斜面、ドロップオフの棚。ガレ場やサンゴの上の中層を単独かペアでホバリングや遊泳。生息水深3-15m,10cm,6m
スジクロユリハゼ,"Ptereleotris grammica Randall et Lubbock, 1982",小笠原諸島、伊豆半島、高知県柏島、沖縄諸島、久米島、西表島；インド・西太平洋,内湾の湾口から中程、サンゴ礁域の礁斜面。礫や死サンゴ片混じりの砂底や砂泥底の中層でホバリングや遊泳。生息水深45-55m,11cm,46m
ゼブラハゼ,"Ptereleotris zebra (Fowler, 1938)",小笠原諸島、八丈島、伊豆半島、高知県、沖縄諸島、石垣島、西表島；インド・太平洋,サンゴ礁の礁外縁や礁斜面。潮通しの良い岩盤状のサンゴの上の中層を単独やペアでホバリングや遊泳。生息水深5-25m,12cm,52m
イトマンクロユリハゼ,"Ptereleotris hanae (Bleeker, 1856)",相模湾、伊豆半島、紀伊半島、高知県柏島、奄美大島、沖縄諸島、宮古諸島、八重山諸島；インド・太平洋,内湾の中程から湾奥。礫や死サンゴ片混じりの砂底や砂泥底上の中層を単独や小さな群がりでホバリングや遊泳。生息水深3-10m,9cm,6m
オグロクロユリハゼ,Ptereleotris heteroptera,小笠原諸島、八丈島、相模湾、伊豆半島、紀伊半島、高知県柏島、琉球列島；インド・太平洋,内湾の湾口から中程、サンゴ礁域の礁斜面。礫や死サンゴ片混じりの砂底や砂泥底上の中層を単独やペアでホバリングや遊泳。生息水深3-35m,9cm,12m
クロユリハゼ,Ptereleotris evides,伊豆大島、千葉県・富山県～奄美大島；朝鮮半島、済州島,岩礁域の周囲。砂泥底や砂底上の中層を単独で遊泳。驚くとダテハゼなど共生ハゼの巣穴に逃げ込む。生息水深3-10m,14cm,8m
